,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0,Livin' On A Prayer,Bon Jovi,0.52,0.887,0.0,-3.296,1.0,0.0349,0.0665,0.000179,0.186,0.793,122.528,audio_features,7qQnBfwXrw2tZNFG4Uf57N,spotify:track:7qQnBfwXrw2tZNFG4Uf57N,https://api.spotify.com/v1/tracks/7qQnBfwXrw2tZNFG4Uf57N,https://api.spotify.com/v1/audio-analysis/7qQnBfwXrw2tZNFG4Uf57N,250627.0,4.0,0
1,Wanted Dead Or Alive,Bon Jovi,0.257,0.819,7.0,-3.562,1.0,0.0422,0.085,0.015,0.324,0.267,150.354,audio_features,4Zj9VM4fO1KwkU3lFaECsW,spotify:track:4Zj9VM4fO1KwkU3lFaECsW,https://api.spotify.com/v1/tracks/4Zj9VM4fO1KwkU3lFaECsW,https://api.spotify.com/v1/audio-analysis/4Zj9VM4fO1KwkU3lFaECsW,308560.0,4.0,0
2,Runaway,Bon Jovi,0.47,0.907,9.0,-3.654,0.0,0.0806,0.00615,1.8e-05,0.138,0.604,152.512,audio_features,2ylCirkRqHyueMScaUajLe,spotify:track:2ylCirkRqHyueMScaUajLe,https://api.spotify.com/v1/tracks/2ylCirkRqHyueMScaUajLe,https://api.spotify.com/v1/audio-analysis/2ylCirkRqHyueMScaUajLe,231307.0,4.0,3
3,Sail,AWOLNATION,0.826,0.436,1.0,-9.583,1.0,0.0558,0.441,0.615,0.0964,0.272,119.051,audio_features,7ueP5u2qkdZbIPN2YA6LR0,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,259093.0,4.0,2
4,Rock Steady (Remastered Album Version),Bad Company,0.69,0.73,9.0,-7.547,0.0,0.0321,0.125,1.67e-06,0.0859,0.754,99.726,audio_features,4pxySCmbQkwtHiDX6dxKuk,spotify:track:4pxySCmbQkwtHiDX6dxKuk,https://api.spotify.com/v1/tracks/4pxySCmbQkwtHiDX6dxKuk,https://api.spotify.com/v1/audio-analysis/4pxySCmbQkwtHiDX6dxKuk,225733.0,4.0,3
5,Feel Like Makin' Love (Remastered Album Version),Bad Company,0.56,0.543,7.0,-8.433,1.0,0.0288,0.233,0.000179,0.335,0.661,85.119,audio_features,3HKthdb7Ejnydb74BvmQW0,spotify:track:3HKthdb7Ejnydb74BvmQW0,https://api.spotify.com/v1/tracks/3HKthdb7Ejnydb74BvmQW0,https://api.spotify.com/v1/audio-analysis/3HKthdb7Ejnydb74BvmQW0,314093.0,4.0,0
6,No Woman No Cry,Bob Marley & The Wailers,0.896,0.294,0.0,-14.102,1.0,0.0519,0.101,0.0,0.0759,0.643,98.552,audio_features,0DDP7E1FqRhAuUejbgdRwa,spotify:track:0DDP7E1FqRhAuUejbgdRwa,https://api.spotify.com/v1/tracks/0DDP7E1FqRhAuUejbgdRwa,https://api.spotify.com/v1/audio-analysis/0DDP7E1FqRhAuUejbgdRwa,222280.0,4.0,0
7,Jamming,Bob Marley & The Wailers,0.939,0.479,11.0,-10.986,0.0,0.282,0.128,2.65e-05,0.111,0.723,123.68,audio_features,5svnF9TMoMnerAMo3mmNnt,spotify:track:5svnF9TMoMnerAMo3mmNnt,https://api.spotify.com/v1/tracks/5svnF9TMoMnerAMo3mmNnt,https://api.spotify.com/v1/audio-analysis/5svnF9TMoMnerAMo3mmNnt,212640.0,4.0,1
8,You Give Love A Bad Name,Bon Jovi,0.533,0.963,0.0,-2.528,0.0,0.0562,0.0353,1.33e-06,0.368,0.789,122.812,audio_features,1MTMedlCphum6mRcd8YzvE,spotify:track:1MTMedlCphum6mRcd8YzvE,https://api.spotify.com/v1/tracks/1MTMedlCphum6mRcd8YzvE,https://api.spotify.com/v1/audio-analysis/1MTMedlCphum6mRcd8YzvE,223147.0,4.0,3
9,Come a Little Closer,Cage The Elephant,0.454,0.788,1.0,-1.729,0.0,0.0309,0.0177,1.36e-06,0.181,0.33,147.952,audio_features,7fK8e68OFiIgUpcWKzu1nM,spotify:track:7fK8e68OFiIgUpcWKzu1nM,https://api.spotify.com/v1/tracks/7fK8e68OFiIgUpcWKzu1nM,https://api.spotify.com/v1/audio-analysis/7fK8e68OFiIgUpcWKzu1nM,229960.0,4.0,3
10,Good Times Roll,The Cars,0.607,0.662,4.0,-9.456,1.0,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,audio_features,7hVhRCDV100Jq26NGR7adw,spotify:track:7hVhRCDV100Jq26NGR7adw,https://api.spotify.com/v1/tracks/7hVhRCDV100Jq26NGR7adw,https://api.spotify.com/v1/audio-analysis/7hVhRCDV100Jq26NGR7adw,225853.0,4.0,0
11,My Best Friend's Girl,The Cars,0.799,0.608,5.0,-8.193,1.0,0.0411,0.0811,0.0137,0.102,0.963,121.915,audio_features,1SRkKyJ2JjMZgyDWC30zKv,spotify:track:1SRkKyJ2JjMZgyDWC30zKv,https://api.spotify.com/v1/tracks/1SRkKyJ2JjMZgyDWC30zKv,https://api.spotify.com/v1/audio-analysis/1SRkKyJ2JjMZgyDWC30zKv,223253.0,4.0,0
12,Just What I Needed,The Cars,0.619,0.579,4.0,-9.307,1.0,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,audio_features,4alHo6RGd0D3OUbTPExTHN,spotify:track:4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/tracks/4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/audio-analysis/4alHo6RGd0D3OUbTPExTHN,225627.0,4.0,0
13,Shake It Up,The Cars,0.692,0.74,0.0,-7.466,1.0,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,audio_features,5lXG3SLCMVk7dJzp1YeMni,spotify:track:5lXG3SLCMVk7dJzp1YeMni,https://api.spotify.com/v1/tracks/5lXG3SLCMVk7dJzp1YeMni,https://api.spotify.com/v1/audio-analysis/5lXG3SLCMVk7dJzp1YeMni,215440.0,4.0,0
14,Who'll Stop The Rain,Creedence Clearwater Revival,0.576,0.736,7.0,-7.553,1.0,0.0332,0.0302,0.00231,0.0573,0.676,123.404,audio_features,02LZ5CZfFniAsRXQKMda13,spotify:track:02LZ5CZfFniAsRXQKMda13,https://api.spotify.com/v1/tracks/02LZ5CZfFniAsRXQKMda13,https://api.spotify.com/v1/audio-analysis/02LZ5CZfFniAsRXQKMda13,147733.0,4.0,0
15,Have You Ever Seen The Rain,Creedence Clearwater Revival,0.773,0.543,0.0,-9.97,1.0,0.0292,0.093,5.63e-06,0.175,0.802,115.997,audio_features,5XE8c07vbpQBUriwybOHtd,spotify:track:5XE8c07vbpQBUriwybOHtd,https://api.spotify.com/v1/tracks/5XE8c07vbpQBUriwybOHtd,https://api.spotify.com/v1/audio-analysis/5XE8c07vbpQBUriwybOHtd,160000.0,4.0,0
16,Bad Moon Rising,Creedence Clearwater Revival,0.518,0.839,2.0,-3.904,1.0,0.0406,0.0359,0.0,0.0817,0.935,179.098,audio_features,0BG2iE6McPhmAEKIhfqy1X,spotify:track:0BG2iE6McPhmAEKIhfqy1X,https://api.spotify.com/v1/tracks/0BG2iE6McPhmAEKIhfqy1X,https://api.spotify.com/v1/audio-analysis/0BG2iE6McPhmAEKIhfqy1X,139280.0,4.0,0
17,Fortunate Son,Creedence Clearwater Revival,0.636,0.746,0.0,-3.785,1.0,0.0393,0.0648,0.29,0.173,0.432,132.31,audio_features,5e6x5YRnMJIKvYpZxLqdpH,spotify:track:5e6x5YRnMJIKvYpZxLqdpH,https://api.spotify.com/v1/tracks/5e6x5YRnMJIKvYpZxLqdpH,https://api.spotify.com/v1/audio-analysis/5e6x5YRnMJIKvYpZxLqdpH,138053.0,4.0,0
18,Lookin' Out My Back Door,Creedence Clearwater Revival,0.766,0.752,5.0,-4.867,1.0,0.042,0.153,0.00234,0.0889,0.889,105.346,audio_features,6OPfRnzCg2ChTxl4OcXTh1,spotify:track:6OPfRnzCg2ChTxl4OcXTh1,https://api.spotify.com/v1/tracks/6OPfRnzCg2ChTxl4OcXTh1,https://api.spotify.com/v1/audio-analysis/6OPfRnzCg2ChTxl4OcXTh1,152467.0,4.0,0
19,Up Around The Bend,Creedence Clearwater Revival,0.6,0.918,2.0,-5.42,1.0,0.0365,0.00475,0.826,0.264,0.771,130.131,audio_features,08txZdx4SKvAnV1ib3k41y,spotify:track:08txZdx4SKvAnV1ib3k41y,https://api.spotify.com/v1/tracks/08txZdx4SKvAnV1ib3k41y,https://api.spotify.com/v1/audio-analysis/08txZdx4SKvAnV1ib3k41y,159173.0,4.0,0
20,Down On The Corner,Creedence Clearwater Revival,0.862,0.712,0.0,-5.037,1.0,0.155,0.164,0.0374,0.0477,0.779,107.758,audio_features,1RErD783frPlsSDSU7HezQ,spotify:track:1RErD783frPlsSDSU7HezQ,https://api.spotify.com/v1/tracks/1RErD783frPlsSDSU7HezQ,https://api.spotify.com/v1/audio-analysis/1RErD783frPlsSDSU7HezQ,165200.0,4.0,0
21,Proud Mary,Creedence Clearwater Revival,0.715,0.747,9.0,-4.068,0.0,0.0289,0.0646,0.00285,0.0544,0.774,120.739,audio_features,4JdpS0H6cOb5NNSnKA83SC,spotify:track:4JdpS0H6cOb5NNSnKA83SC,https://api.spotify.com/v1/tracks/4JdpS0H6cOb5NNSnKA83SC,https://api.spotify.com/v1/audio-analysis/4JdpS0H6cOb5NNSnKA83SC,184627.0,4.0,3
22,Ain't It Strange,Dr. Dog,0.554,0.599,4.0,-7.173,1.0,0.03,0.519,0.00533,0.773,0.592,131.416,audio_features,4vFAii089Ycf4mHEDGBeeL,spotify:track:4vFAii089Ycf4mHEDGBeeL,https://api.spotify.com/v1/tracks/4vFAii089Ycf4mHEDGBeeL,https://api.spotify.com/v1/audio-analysis/4vFAii089Ycf4mHEDGBeeL,268707.0,4.0,0
23,MoneyGrabber,Fitz and The Tantrums,0.699,0.881,9.0,-3.608,0.0,0.0303,0.0803,8.86e-06,0.428,0.82,112.493,audio_features,3SIPgKiFIuTsMIY5O8Fb6F,spotify:track:3SIPgKiFIuTsMIY5O8Fb6F,https://api.spotify.com/v1/tracks/3SIPgKiFIuTsMIY5O8Fb6F,https://api.spotify.com/v1/audio-analysis/3SIPgKiFIuTsMIY5O8Fb6F,189227.0,4.0,3
24,Don't Gotta Work It Out,Fitz and The Tantrums,0.647,0.888,5.0,-6.503,0.0,0.0433,0.192,0.00784,0.368,0.927,86.763,audio_features,7C8i0BK9rYMMhxEgWS4IbI,spotify:track:7C8i0BK9rYMMhxEgWS4IbI,https://api.spotify.com/v1/tracks/7C8i0BK9rYMMhxEgWS4IbI,https://api.spotify.com/v1/audio-analysis/7C8i0BK9rYMMhxEgWS4IbI,248427.0,4.0,3
25,The '59 Sound,The Gaslight Anthem,0.427,0.893,10.0,-7.269,1.0,0.0626,0.00081,0.0,0.166,0.707,168.0,audio_features,3dx3Au9bKesRF6AtS16azS,spotify:track:3dx3Au9bKesRF6AtS16azS,https://api.spotify.com/v1/tracks/3dx3Au9bKesRF6AtS16azS,https://api.spotify.com/v1/audio-analysis/3dx3Au9bKesRF6AtS16azS,197667.0,4.0,0
26,Here Comes My Man,The Gaslight Anthem,0.524,0.884,10.0,-5.461,1.0,0.0343,0.0041,0.0,0.348,0.852,117.124,audio_features,2LVsEfa7e2yeJNIQzMzPbQ,spotify:track:2LVsEfa7e2yeJNIQzMzPbQ,https://api.spotify.com/v1/tracks/2LVsEfa7e2yeJNIQzMzPbQ,https://api.spotify.com/v1/audio-analysis/2LVsEfa7e2yeJNIQzMzPbQ,215773.0,4.0,0
27,Old White Lincoln,The Gaslight Anthem,0.477,0.835,0.0,-7.214,1.0,0.045,0.000251,0.0,0.386,0.831,167.998,audio_features,0lyxXvvotkDdWhCp9CNS2z,spotify:track:0lyxXvvotkDdWhCp9CNS2z,https://api.spotify.com/v1/tracks/0lyxXvvotkDdWhCp9CNS2z,https://api.spotify.com/v1/audio-analysis/0lyxXvvotkDdWhCp9CNS2z,209947.0,4.0,0
28,Up Up Up,GIVERS,0.425,0.804,6.0,-6.534,0.0,0.105,0.00277,0.000269,0.207,0.284,116.854,audio_features,0BRvYS2qu4nVi9bF7MgyOq,spotify:track:0BRvYS2qu4nVi9bF7MgyOq,https://api.spotify.com/v1/tracks/0BRvYS2qu4nVi9bF7MgyOq,https://api.spotify.com/v1/audio-analysis/0BRvYS2qu4nVi9bF7MgyOq,273827.0,4.0,3
29,No Sugar Tonight / New Mother Nature,The Guess Who,0.539,0.683,1.0,-12.421,0.0,0.046,0.556,6.04e-06,0.115,0.524,101.089,audio_features,5dmYQCKjp3xfH4eglELXQD,spotify:track:5dmYQCKjp3xfH4eglELXQD,https://api.spotify.com/v1/tracks/5dmYQCKjp3xfH4eglELXQD,https://api.spotify.com/v1/audio-analysis/5dmYQCKjp3xfH4eglELXQD,294000.0,4.0,3
30,Laughing,The Guess Who,0.378,0.505,2.0,-10.863,1.0,0.042,0.432,0.000226,0.27,0.415,95.254,audio_features,3LMXAUFA6PWe0iHyHfMKRL,spotify:track:3LMXAUFA6PWe0iHyHfMKRL,https://api.spotify.com/v1/tracks/3LMXAUFA6PWe0iHyHfMKRL,https://api.spotify.com/v1/audio-analysis/3LMXAUFA6PWe0iHyHfMKRL,161093.0,4.0,2
31,Welcome To The Jungle,Guns N' Roses,0.443,0.955,8.0,-8.066,1.0,0.0741,0.0222,0.361,0.297,0.333,123.423,audio_features,0oWHLtxWeMJhmwxtrxhNK0,spotify:track:0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/tracks/0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/audio-analysis/0oWHLtxWeMJhmwxtrxhNK0,273600.0,4.0,0
32,Paradise City,Guns N' Roses,0.273,0.953,11.0,-8.76,1.0,0.0768,0.0146,0.0173,0.19,0.445,100.26,audio_features,2pDPnlF496mf3EBwrTCHN2,spotify:track:2pDPnlF496mf3EBwrTCHN2,https://api.spotify.com/v1/tracks/2pDPnlF496mf3EBwrTCHN2,https://api.spotify.com/v1/audio-analysis/2pDPnlF496mf3EBwrTCHN2,406307.0,4.0,0
33,Sweet Child O' Mine,Guns N' Roses,0.45,0.904,6.0,-7.736,1.0,0.046,0.0872,0.108,0.0997,0.689,125.072,audio_features,1kDYCn9VIDmOIbLZ2Xc7OO,spotify:track:1kDYCn9VIDmOIbLZ2Xc7OO,https://api.spotify.com/v1/tracks/1kDYCn9VIDmOIbLZ2Xc7OO,https://api.spotify.com/v1/audio-analysis/1kDYCn9VIDmOIbLZ2Xc7OO,356400.0,4.0,0
34,Crazy On You,Heart,0.427,0.459,9.0,-12.442,0.0,0.0332,0.116,0.000103,0.132,0.383,129.878,audio_features,5zH710lFSLtkHbMkslLDjR,spotify:track:5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/tracks/5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/audio-analysis/5zH710lFSLtkHbMkslLDjR,293440.0,4.0,3
35,Barracuda,Heart,0.548,0.691,4.0,-13.553,0.0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,261933.0,4.0,3
36,Heavy Bells,J. Roddy Walston & The Business,0.348,0.954,10.0,-3.853,1.0,0.283,0.179,0.0,0.104,0.676,151.125,audio_features,7kEZNGgSINA0CO6WGiOxyk,spotify:track:7kEZNGgSINA0CO6WGiOxyk,https://api.spotify.com/v1/tracks/7kEZNGgSINA0CO6WGiOxyk,https://api.spotify.com/v1/audio-analysis/7kEZNGgSINA0CO6WGiOxyk,232733.0,4.0,1
37,Brave Man's Death,J. Roddy Walston & The Business,0.531,0.887,3.0,-5.547,1.0,0.0457,0.342,0.0,0.559,0.758,140.886,audio_features,6KuhKc38YCKftZ6Ryq9p8c,spotify:track:6KuhKc38YCKftZ6Ryq9p8c,https://api.spotify.com/v1/tracks/6KuhKc38YCKftZ6Ryq9p8c,https://api.spotify.com/v1/audio-analysis/6KuhKc38YCKftZ6Ryq9p8c,321240.0,4.0,0
38,Any Way You Want It,Journey,0.519,0.934,7.0,-7.137,1.0,0.0471,0.000312,0.00457,0.137,0.586,138.162,audio_features,2DyHhPyCZgZzNXn1IrtsTu,spotify:track:2DyHhPyCZgZzNXn1IrtsTu,https://api.spotify.com/v1/tracks/2DyHhPyCZgZzNXn1IrtsTu,https://api.spotify.com/v1/audio-analysis/2DyHhPyCZgZzNXn1IrtsTu,201867.0,4.0,0
39,Feelin' Alright,Joe Cocker,0.542,0.836,5.0,-10.067,1.0,0.0382,0.638,0.087,0.33,0.918,89.965,audio_features,7bs0ZFoLe8ovKY64qsvEg5,spotify:track:7bs0ZFoLe8ovKY64qsvEg5,https://api.spotify.com/v1/tracks/7bs0ZFoLe8ovKY64qsvEg5,https://api.spotify.com/v1/audio-analysis/7bs0ZFoLe8ovKY64qsvEg5,250200.0,4.0,0
40,Don't Stop Believin',Journey,0.491,0.802,4.0,-7.106,1.0,0.0392,0.25,0.0,0.387,0.472,119.25,audio_features,77NNZQSqzLNqh2A9JhLRkg,spotify:track:77NNZQSqzLNqh2A9JhLRkg,https://api.spotify.com/v1/tracks/77NNZQSqzLNqh2A9JhLRkg,https://api.spotify.com/v1/audio-analysis/77NNZQSqzLNqh2A9JhLRkg,248907.0,4.0,0
41,You've Got Another Thing Coming,Judas Priest,0.516,0.805,6.0,-7.629,0.0,0.0474,0.00426,6.58e-06,0.108,0.516,138.206,audio_features,2oCtKhTsYRh1S9lbzvyxoQ,spotify:track:2oCtKhTsYRh1S9lbzvyxoQ,https://api.spotify.com/v1/tracks/2oCtKhTsYRh1S9lbzvyxoQ,https://api.spotify.com/v1/audio-analysis/2oCtKhTsYRh1S9lbzvyxoQ,309293.0,4.0,3
42,Carry On Wayward Son,Kansas,0.483,0.685,0.0,-8.941,1.0,0.0343,0.00184,0.000668,0.457,0.763,127.206,audio_features,40rseNSmGPjO1SRUcE7Our,spotify:track:40rseNSmGPjO1SRUcE7Our,https://api.spotify.com/v1/tracks/40rseNSmGPjO1SRUcE7Our,https://api.spotify.com/v1/audio-analysis/40rseNSmGPjO1SRUcE7Our,320907.0,4.0,0
43,Rock And Roll All Nite,KISS,0.581,0.831,1.0,-8.045,1.0,0.107,0.0458,0.0,0.0782,0.885,144.684,audio_features,4bYJKHG6KLdGzHQRJMaFc8,spotify:track:4bYJKHG6KLdGzHQRJMaFc8,https://api.spotify.com/v1/tracks/4bYJKHG6KLdGzHQRJMaFc8,https://api.spotify.com/v1/audio-analysis/4bYJKHG6KLdGzHQRJMaFc8,168160.0,4.0,0
44,Are You Gonna Go My Way,Lenny Kravitz,0.619,0.67,11.0,-10.322,0.0,0.0353,0.00165,0.0109,0.331,0.777,129.269,audio_features,45Ia1U4KtIjAPPU7Wv1Sea,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,211933.0,4.0,3
45,Gimme Three Steps,Lynyrd Skynyrd,0.583,0.796,9.0,-7.524,1.0,0.0905,0.333,0.00122,0.141,0.847,133.512,audio_features,0NB68WBmKfJNC3fhhqfZGv,spotify:track:0NB68WBmKfJNC3fhhqfZGv,https://api.spotify.com/v1/tracks/0NB68WBmKfJNC3fhhqfZGv,https://api.spotify.com/v1/audio-analysis/0NB68WBmKfJNC3fhhqfZGv,270333.0,4.0,0
46,Simple Man,Lynyrd Skynyrd,0.433,0.756,6.0,-8.763,1.0,0.0443,0.00296,0.00166,0.268,0.415,120.574,audio_features,1IBk5PttmnPcGnysEwtiXi,spotify:track:1IBk5PttmnPcGnysEwtiXi,https://api.spotify.com/v1/tracks/1IBk5PttmnPcGnysEwtiXi,https://api.spotify.com/v1/audio-analysis/1IBk5PttmnPcGnysEwtiXi,356960.0,4.0,0
47,Free Bird,Lynyrd Skynyrd,0.196,0.841,5.0,-7.357,1.0,0.0579,0.00829,0.00319,0.0571,0.33,150.44,audio_features,4e6kP7g8MUCqHcld1yeHYA,spotify:track:4e6kP7g8MUCqHcld1yeHYA,https://api.spotify.com/v1/tracks/4e6kP7g8MUCqHcld1yeHYA,https://api.spotify.com/v1/audio-analysis/4e6kP7g8MUCqHcld1yeHYA,550067.0,4.0,0
48,Sweet Home Alabama,Lynyrd Skynyrd,0.601,0.593,0.0,-11.685,1.0,0.0257,0.181,0.000441,0.121,0.902,97.784,audio_features,74QCZPlpayjvQ4yJJFljfQ,spotify:track:74QCZPlpayjvQ4yJJFljfQ,https://api.spotify.com/v1/tracks/74QCZPlpayjvQ4yJJFljfQ,https://api.spotify.com/v1/audio-analysis/74QCZPlpayjvQ4yJJFljfQ,285160.0,4.0,0
49,Little Talks,Of Monsters and Men,0.445,0.757,1.0,-5.177,1.0,0.0322,0.0206,0.0,0.146,0.421,102.878,audio_features,3a2tuvXCHbW5nuUckuHkKT,spotify:track:3a2tuvXCHbW5nuUckuHkKT,https://api.spotify.com/v1/tracks/3a2tuvXCHbW5nuUckuHkKT,https://api.spotify.com/v1/audio-analysis/3a2tuvXCHbW5nuUckuHkKT,266600.0,4.0,0
50,Pretty Fly (For A White Guy),The Offspring,0.721,0.898,11.0,-3.701,0.0,0.0996,0.0962,0.0,0.0675,0.964,143.412,audio_features,2pV1ZQEH9fieG0kLstdrtC,spotify:track:2pV1ZQEH9fieG0kLstdrtC,https://api.spotify.com/v1/tracks/2pV1ZQEH9fieG0kLstdrtC,https://api.spotify.com/v1/audio-analysis/2pV1ZQEH9fieG0kLstdrtC,188107.0,4.0,3
51,Even Flow,Pearl Jam,0.407,0.889,10.0,-9.264,0.0,0.0542,0.00619,3.96e-06,0.323,0.287,104.946,audio_features,0o7g2ndHoHmzTXaxjPM44O,spotify:track:0o7g2ndHoHmzTXaxjPM44O,https://api.spotify.com/v1/tracks/0o7g2ndHoHmzTXaxjPM44O,https://api.spotify.com/v1/audio-analysis/0o7g2ndHoHmzTXaxjPM44O,293667.0,4.0,3
52,Nothin' But A Good Time - Remastered 2006,Poison,0.576,0.974,1.0,-2.785,1.0,0.0828,0.0202,0.0,0.348,0.531,129.088,audio_features,2V8KvnD5LVeeDChMWEkSzC,spotify:track:2V8KvnD5LVeeDChMWEkSzC,https://api.spotify.com/v1/tracks/2V8KvnD5LVeeDChMWEkSzC,https://api.spotify.com/v1/audio-analysis/2V8KvnD5LVeeDChMWEkSzC,224867.0,4.0,0
53,Cum on Feel the Noize,Quiet Riot,0.415,0.905,11.0,-5.842,0.0,0.128,0.0139,0.0299,0.143,0.486,145.399,audio_features,0Ei6HMtz7OXokDQ0HmUfOu,spotify:track:0Ei6HMtz7OXokDQ0HmUfOu,https://api.spotify.com/v1/tracks/0Ei6HMtz7OXokDQ0HmUfOu,https://api.spotify.com/v1/audio-analysis/0Ei6HMtz7OXokDQ0HmUfOu,287760.0,4.0,3
54,Can You Tell,Ra Ra Riot,0.556,0.829,9.0,-5.9,1.0,0.0394,0.000986,7.15e-06,0.355,0.578,143.96,audio_features,7DXEbVu3s8AkYaptjUVaKc,spotify:track:7DXEbVu3s8AkYaptjUVaKc,https://api.spotify.com/v1/tracks/7DXEbVu3s8AkYaptjUVaKc,https://api.spotify.com/v1/audio-analysis/7DXEbVu3s8AkYaptjUVaKc,162813.0,4.0,0
55,Too Too Too Fast,Ra Ra Riot,0.481,0.812,0.0,-4.487,1.0,0.0516,0.00209,0.000495,0.0914,0.837,169.094,audio_features,0sJIMWrIJaogKzOtCpleLn,spotify:track:0sJIMWrIJaogKzOtCpleLn,https://api.spotify.com/v1/tracks/0sJIMWrIJaogKzOtCpleLn,https://api.spotify.com/v1/audio-analysis/0sJIMWrIJaogKzOtCpleLn,226333.0,4.0,0
56,Run My Mouth,Ra Ra Riot,0.506,0.784,11.0,-6.299,0.0,0.0295,0.0383,0.000201,0.0896,0.551,157.924,audio_features,66pf4ABetmTVXOHsRmY68c,spotify:track:66pf4ABetmTVXOHsRmY68c,https://api.spotify.com/v1/tracks/66pf4ABetmTVXOHsRmY68c,https://api.spotify.com/v1/audio-analysis/66pf4ABetmTVXOHsRmY68c,240680.0,4.0,3
57,Black Betty,Ram Jam,0.44,0.834,11.0,-9.709,0.0,0.102,0.000998,0.00826,0.133,0.783,117.763,audio_features,4FFKYMQcqGIKLp4pJRdkbm,spotify:track:4FFKYMQcqGIKLp4pJRdkbm,https://api.spotify.com/v1/tracks/4FFKYMQcqGIKLp4pJRdkbm,https://api.spotify.com/v1/audio-analysis/4FFKYMQcqGIKLp4pJRdkbm,235933.0,4.0,3
58,I Wanna Be Sedated - Remastered,Ramones,0.597,0.96,11.0,-3.989,1.0,0.042,0.169,2.89e-05,0.105,0.937,163.017,audio_features,1fxHrfTa9EKibYQ0tuamQF,spotify:track:1fxHrfTa9EKibYQ0tuamQF,https://api.spotify.com/v1/tracks/1fxHrfTa9EKibYQ0tuamQF,https://api.spotify.com/v1/audio-analysis/1fxHrfTa9EKibYQ0tuamQF,149467.0,4.0,0
59,Maggie May,Rod Stewart,0.564,0.566,2.0,-10.659,1.0,0.0369,0.767,0.627,0.116,0.569,129.431,audio_features,4EJwwOkjpKdnEAF3sRnPbE,spotify:track:4EJwwOkjpKdnEAF3sRnPbE,https://api.spotify.com/v1/tracks/4EJwwOkjpKdnEAF3sRnPbE,https://api.spotify.com/v1/audio-analysis/4EJwwOkjpKdnEAF3sRnPbE,344947.0,4.0,2
60,Start Me Up,The Rolling Stones,0.657,0.854,5.0,-7.13,1.0,0.0333,0.0136,0.0377,0.0642,0.968,122.411,audio_features,04AEbsZ3URx5oxxNaX9doH,spotify:track:04AEbsZ3URx5oxxNaX9doH,https://api.spotify.com/v1/tracks/04AEbsZ3URx5oxxNaX9doH,https://api.spotify.com/v1/audio-analysis/04AEbsZ3URx5oxxNaX9doH,212507.0,4.0,0
61,(I Can't Get No) Satisfaction - (Original Single Mono Version),The Rolling Stones,0.723,0.881,2.0,-6.801,1.0,0.0332,0.0412,0.0263,0.095,0.935,136.277,audio_features,1b6AW6uDrtrUN0Y6GJR45j,spotify:track:1b6AW6uDrtrUN0Y6GJR45j,https://api.spotify.com/v1/tracks/1b6AW6uDrtrUN0Y6GJR45j,https://api.spotify.com/v1/audio-analysis/1b6AW6uDrtrUN0Y6GJR45j,222973.0,4.0,0
62,I Don't Know - EP Version,The Sheepdogs,0.574,0.644,2.0,-5.13,1.0,0.0268,0.0962,0.201,0.172,0.771,79.967,audio_features,4A4DPAyhXSTzehnBstdAnt,spotify:track:4A4DPAyhXSTzehnBstdAnt,https://api.spotify.com/v1/tracks/4A4DPAyhXSTzehnBstdAnt,https://api.spotify.com/v1/audio-analysis/4A4DPAyhXSTzehnBstdAnt,190947.0,4.0,0
63,Please Don't Lead Me On,The Sheepdogs,0.444,0.676,4.0,-4.457,1.0,0.0437,0.132,0.0995,0.157,0.532,183.999,audio_features,4pJdnwJWBhR6juiDcV93pa,spotify:track:4pJdnwJWBhR6juiDcV93pa,https://api.spotify.com/v1/tracks/4pJdnwJWBhR6juiDcV93pa,https://api.spotify.com/v1/audio-analysis/4pJdnwJWBhR6juiDcV93pa,126240.0,4.0,0
