,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
1154,Kebekwa,David Goudreault,0.396,0.491,0.0,-9.209,1.0,0.0985,0.744,0.0,0.138,0.64,79.698,audio_features,1O9ynHZgV1oXDBv2XnMzHL,spotify:track:1O9ynHZgV1oXDBv2XnMzHL,https://api.spotify.com/v1/tracks/1O9ynHZgV1oXDBv2XnMzHL,https://api.spotify.com/v1/audio-analysis/1O9ynHZgV1oXDBv2XnMzHL,319575.0,4.0,2
1155,La voix du milieu (feat. Pat Jalbert),David Goudreault,0.493,0.497,0.0,-10.969,1.0,0.0788,0.806,6.46e-06,0.11,0.545,145.087,audio_features,5WfFcTxV1x147e7cQ0hORV,spotify:track:5WfFcTxV1x147e7cQ0hORV,https://api.spotify.com/v1/tracks/5WfFcTxV1x147e7cQ0hORV,https://api.spotify.com/v1/audio-analysis/5WfFcTxV1x147e7cQ0hORV,298026.0,5.0,0
1156,Repôsitif,David Goudreault,0.644,0.553,10.0,-9.83,1.0,0.229,0.565,4.22e-05,0.105,0.237,92.464,audio_features,7abpygO5oszKDQS5KyK5I2,spotify:track:7abpygO5oszKDQS5KyK5I2,https://api.spotify.com/v1/tracks/7abpygO5oszKDQS5KyK5I2,https://api.spotify.com/v1/audio-analysis/7abpygO5oszKDQS5KyK5I2,242821.0,4.0,1
1157,Meurtre de soi,David Goudreault,0.67,0.597,9.0,-9.961,0.0,0.431,0.571,8.75e-06,0.0902,0.741,91.826,audio_features,6VIpKWwfPNYktodA6kA0h0,spotify:track:6VIpKWwfPNYktodA6kA0h0,https://api.spotify.com/v1/tracks/6VIpKWwfPNYktodA6kA0h0,https://api.spotify.com/v1/audio-analysis/6VIpKWwfPNYktodA6kA0h0,193922.0,4.0,1
1158,La 55 en hiver,David Goudreault,0.428,0.45,11.0,-9.981,1.0,0.149,0.929,0.00424,0.266,0.402,73.688,audio_features,0NGAaUKmJvFPNnjld45El1,spotify:track:0NGAaUKmJvFPNnjld45El1,https://api.spotify.com/v1/tracks/0NGAaUKmJvFPNnjld45El1,https://api.spotify.com/v1/audio-analysis/0NGAaUKmJvFPNnjld45El1,301118.0,4.0,2
1159,Àpprofondire,David Goudreault,0.508,0.649,0.0,-10.006,0.0,0.112,0.109,0.222,0.0804,0.682,149.947,audio_features,7JJBSqy1K5NqEzRXG3WAw7,spotify:track:7JJBSqy1K5NqEzRXG3WAw7,https://api.spotify.com/v1/tracks/7JJBSqy1K5NqEzRXG3WAw7,https://api.spotify.com/v1/audio-analysis/7JJBSqy1K5NqEzRXG3WAw7,239924.0,3.0,3
1160,Mathys,David Goudreault,0.565,0.532,8.0,-9.668,0.0,0.261,0.73,1.38e-05,0.104,0.594,80.008,audio_features,5eTlj5pBbr3YX7X3AedZpo,spotify:track:5eTlj5pBbr3YX7X3AedZpo,https://api.spotify.com/v1/tracks/5eTlj5pBbr3YX7X3AedZpo,https://api.spotify.com/v1/audio-analysis/5eTlj5pBbr3YX7X3AedZpo,271027.0,4.0,1
1161,La Griesche,David Goudreault,0.366,0.768,6.0,-10.778,0.0,0.189,0.304,0.00589,0.146,0.59,131.294,audio_features,7ifw0Wohm2IwDSVtfxwPc8,spotify:track:7ifw0Wohm2IwDSVtfxwPc8,https://api.spotify.com/v1/tracks/7ifw0Wohm2IwDSVtfxwPc8,https://api.spotify.com/v1/audio-analysis/7ifw0Wohm2IwDSVtfxwPc8,170249.0,4.0,3
1162,Même mal,David Goudreault,0.579,0.679,3.0,-8.13,0.0,0.211,0.257,7.03e-05,0.12,0.557,171.011,audio_features,3IE2Vl8M5dSFTcGyP9Vw2o,spotify:track:3IE2Vl8M5dSFTcGyP9Vw2o,https://api.spotify.com/v1/tracks/3IE2Vl8M5dSFTcGyP9Vw2o,https://api.spotify.com/v1/audio-analysis/3IE2Vl8M5dSFTcGyP9Vw2o,224683.0,4.0,3
1163,Simililove (feat. Betalovers),David Goudreault,0.665,0.416,9.0,-10.204,1.0,0.164,0.699,0.00154,0.11,0.5,102.638,audio_features,5wOsZxOoZmM969VSNwmrIp,spotify:track:5wOsZxOoZmM969VSNwmrIp,https://api.spotify.com/v1/tracks/5wOsZxOoZmM969VSNwmrIp,https://api.spotify.com/v1/audio-analysis/5wOsZxOoZmM969VSNwmrIp,297859.0,4.0,2
1164,Noire lumière,David Goudreault,0.516,0.432,2.0,-9.485,1.0,0.344,0.905,0.0,0.0935,0.452,84.848,audio_features,3pMwFPS1ogTyHEPpCqiJwQ,spotify:track:3pMwFPS1ogTyHEPpCqiJwQ,https://api.spotify.com/v1/tracks/3pMwFPS1ogTyHEPpCqiJwQ,https://api.spotify.com/v1/audio-analysis/3pMwFPS1ogTyHEPpCqiJwQ,199023.0,4.0,1
1165,Je te suis,David Goudreault,0.724,0.514,4.0,-11.471,1.0,0.943,0.436,0.0,0.874,0.734,103.25,audio_features,4WPNzv7DfpSfr9muljsf3K,spotify:track:4WPNzv7DfpSfr9muljsf3K,https://api.spotify.com/v1/tracks/4WPNzv7DfpSfr9muljsf3K,https://api.spotify.com/v1/audio-analysis/4WPNzv7DfpSfr9muljsf3K,213797.0,3.0,1
1166,Rencontre au sonnet (feat. Queen Ka & Mathieu Lippé),David Goudreault,0.74,0.485,3.0,-8.718,1.0,0.0622,0.608,0.0,0.288,0.564,79.993,audio_features,7fBQan1kF4E4g4QooICY6j,spotify:track:7fBQan1kF4E4g4QooICY6j,https://api.spotify.com/v1/tracks/7fBQan1kF4E4g4QooICY6j,https://api.spotify.com/v1/audio-analysis/7fBQan1kF4E4g4QooICY6j,337655.0,4.0,0
1167,Le saint-je,David Goudreault,0.73,0.708,2.0,-9.286,1.0,0.385,0.374,0.00018,0.107,0.764,169.987,audio_features,3QKkxPg2STotVCyfIaJjcd,spotify:track:3QKkxPg2STotVCyfIaJjcd,https://api.spotify.com/v1/tracks/3QKkxPg2STotVCyfIaJjcd,https://api.spotify.com/v1/audio-analysis/3QKkxPg2STotVCyfIaJjcd,212497.0,4.0,1
1168,Fils de pub,David Goudreault,0.701,0.575,2.0,-8.95,1.0,0.868,0.546,0.0,0.458,0.878,133.073,audio_features,0I3YUvERzPQ98MACkv0buP,spotify:track:0I3YUvERzPQ98MACkv0buP,https://api.spotify.com/v1/tracks/0I3YUvERzPQ98MACkv0buP,https://api.spotify.com/v1/audio-analysis/0I3YUvERzPQ98MACkv0buP,195364.0,3.0,1
1169,Chant de batailles (feat. Gaële),David Goudreault,0.514,0.671,1.0,-8.806,1.0,0.0567,0.35,0.482,0.162,0.192,114.795,audio_features,3oORVubBnB92p4z3uDYwTL,spotify:track:3oORVubBnB92p4z3uDYwTL,https://api.spotify.com/v1/tracks/3oORVubBnB92p4z3uDYwTL,https://api.spotify.com/v1/audio-analysis/3oORVubBnB92p4z3uDYwTL,260527.0,4.0,0
1170,Seul À Seul,Pter Mark,0.595,0.891,2.0,-5.63,1.0,0.0489,0.0107,0.00024,0.206,0.712,98.052,audio_features,2QEItt5fUUmOKYJRiZQLNc,spotify:track:2QEItt5fUUmOKYJRiZQLNc,https://api.spotify.com/v1/tracks/2QEItt5fUUmOKYJRiZQLNc,https://api.spotify.com/v1/audio-analysis/2QEItt5fUUmOKYJRiZQLNc,264490.0,4.0,0
1171,Ziggy Stardust - 2012 Remaster,David Bowie,0.515,0.554,7.0,-11.616,1.0,0.0784,0.0478,0.0,0.219,0.509,80.146,audio_features,5IyL3XOaRPpTgxVjRIAxXU,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/tracks/5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/audio-analysis/5IyL3XOaRPpTgxVjRIAxXU,193880.0,4.0,0
1172,Rebel Rebel - 2016 Remaster,David Bowie,0.635,0.686,9.0,-15.648,1.0,0.053,0.209,0.0176,0.282,0.464,125.988,audio_features,2EC9IJj7g0mN1Q5VrZkiYY,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/tracks/2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/audio-analysis/2EC9IJj7g0mN1Q5VrZkiYY,274747.0,4.0,0
1173,The Next Day,David Bowie,0.662,0.967,9.0,-4.021,1.0,0.0392,0.00105,0.0,0.364,0.834,122.007,audio_features,1CFz8ZV88CFLwmggjGrW4c,spotify:track:1CFz8ZV88CFLwmggjGrW4c,https://api.spotify.com/v1/tracks/1CFz8ZV88CFLwmggjGrW4c,https://api.spotify.com/v1/audio-analysis/1CFz8ZV88CFLwmggjGrW4c,206787.0,4.0,0
1174,Dirty Boys,David Bowie,0.747,0.409,4.0,-7.297,0.0,0.0332,0.0541,0.000432,0.111,0.593,94.046,audio_features,4bPN0e4MXUBymOsLrqJsvU,spotify:track:4bPN0e4MXUBymOsLrqJsvU,https://api.spotify.com/v1/tracks/4bPN0e4MXUBymOsLrqJsvU,https://api.spotify.com/v1/audio-analysis/4bPN0e4MXUBymOsLrqJsvU,178480.0,4.0,3
1175,The Stars (Are Out Tonight),David Bowie,0.515,0.841,6.0,-4.983,0.0,0.0352,0.00647,0.0,0.135,0.765,135.925,audio_features,3IBO8J40fBC3n1KW8NhVap,spotify:track:3IBO8J40fBC3n1KW8NhVap,https://api.spotify.com/v1/tracks/3IBO8J40fBC3n1KW8NhVap,https://api.spotify.com/v1/audio-analysis/3IBO8J40fBC3n1KW8NhVap,237133.0,4.0,3
1176,Love Is Lost,David Bowie,0.627,0.588,10.0,-7.362,0.0,0.0278,0.0123,0.00551,0.113,0.559,101.914,audio_features,6c2N8YRRqjtevGfIJovXGP,spotify:track:6c2N8YRRqjtevGfIJovXGP,https://api.spotify.com/v1/tracks/6c2N8YRRqjtevGfIJovXGP,https://api.spotify.com/v1/audio-analysis/6c2N8YRRqjtevGfIJovXGP,237600.0,4.0,3
1177,Where Are We Now?,David Bowie,0.547,0.463,0.0,-8.76,1.0,0.0233,0.0463,0.0199,0.123,0.43,79.972,audio_features,6GrDJu7q8VAxbKdUlYzezT,spotify:track:6GrDJu7q8VAxbKdUlYzezT,https://api.spotify.com/v1/tracks/6GrDJu7q8VAxbKdUlYzezT,https://api.spotify.com/v1/audio-analysis/6GrDJu7q8VAxbKdUlYzezT,249213.0,4.0,0
1178,Valentine's Day,David Bowie,0.563,0.752,2.0,-5.409,1.0,0.0314,0.00283,0.0,0.0632,0.51,95.964,audio_features,7EjT4uGrhkPtsN0drHeus1,spotify:track:7EjT4uGrhkPtsN0drHeus1,https://api.spotify.com/v1/tracks/7EjT4uGrhkPtsN0drHeus1,https://api.spotify.com/v1/audio-analysis/7EjT4uGrhkPtsN0drHeus1,182293.0,4.0,0
1179,If You Can See Me,David Bowie,0.236,0.854,1.0,-6.183,1.0,0.168,0.00671,0.000814,0.26,0.0792,72.61,audio_features,40MGmsNnjihwDulBpthg3K,spotify:track:40MGmsNnjihwDulBpthg3K,https://api.spotify.com/v1/tracks/40MGmsNnjihwDulBpthg3K,https://api.spotify.com/v1/audio-analysis/40MGmsNnjihwDulBpthg3K,192387.0,4.0,0
1180,I'd Rather Be High,David Bowie,0.516,0.815,2.0,-5.724,1.0,0.0315,0.000115,0.00174,0.224,0.655,95.013,audio_features,0w132yywtVxpERETzdmCZt,spotify:track:0w132yywtVxpERETzdmCZt,https://api.spotify.com/v1/tracks/0w132yywtVxpERETzdmCZt,https://api.spotify.com/v1/audio-analysis/0w132yywtVxpERETzdmCZt,224960.0,4.0,0
1181,Boss Of Me,David Bowie,0.671,0.708,10.0,-6.467,1.0,0.0307,0.153,2.27e-05,0.143,0.509,103.032,audio_features,0cZZy2l9Ap1r2jRg5EP1Lv,spotify:track:0cZZy2l9Ap1r2jRg5EP1Lv,https://api.spotify.com/v1/tracks/0cZZy2l9Ap1r2jRg5EP1Lv,https://api.spotify.com/v1/audio-analysis/0cZZy2l9Ap1r2jRg5EP1Lv,249733.0,4.0,0
1182,Dancing Out In Space,David Bowie,0.453,0.636,0.0,-6.512,1.0,0.0269,0.00844,0.00165,0.319,0.88,172.066,audio_features,26QCdu0BBvq2CiFNSWSB1o,spotify:track:26QCdu0BBvq2CiFNSWSB1o,https://api.spotify.com/v1/tracks/26QCdu0BBvq2CiFNSWSB1o,https://api.spotify.com/v1/audio-analysis/26QCdu0BBvq2CiFNSWSB1o,201747.0,4.0,0
1183,How Does The Grass Grow?,David Bowie,0.63,0.865,10.0,-6.154,0.0,0.0442,0.00502,0.000802,0.213,0.446,120.071,audio_features,3W0IfPjbzuuEw6C44NyoI6,spotify:track:3W0IfPjbzuuEw6C44NyoI6,https://api.spotify.com/v1/tracks/3W0IfPjbzuuEw6C44NyoI6,https://api.spotify.com/v1/audio-analysis/3W0IfPjbzuuEw6C44NyoI6,274413.0,4.0,3
1184,(You Will) Set The World On Fire,David Bowie,0.614,0.832,4.0,-4.11,0.0,0.0346,0.00409,0.0,0.15,0.767,133.95,audio_features,0sXRe8tBi7TA8cXWUxnB4M,spotify:track:0sXRe8tBi7TA8cXWUxnB4M,https://api.spotify.com/v1/tracks/0sXRe8tBi7TA8cXWUxnB4M,https://api.spotify.com/v1/audio-analysis/0sXRe8tBi7TA8cXWUxnB4M,212280.0,4.0,3
1185,You Feel So Lonely You Could Die,David Bowie,0.38,0.637,10.0,-6.922,1.0,0.0289,0.0423,0.0,0.255,0.387,159.797,audio_features,3Z3SijCWtahBWb1SNKR0Z6,spotify:track:3Z3SijCWtahBWb1SNKR0Z6,https://api.spotify.com/v1/tracks/3Z3SijCWtahBWb1SNKR0Z6,https://api.spotify.com/v1/audio-analysis/3Z3SijCWtahBWb1SNKR0Z6,277707.0,3.0,0
1186,Heat,David Bowie,0.373,0.473,11.0,-9.367,1.0,0.0268,0.385,0.0324,0.0744,0.113,103.984,audio_features,1jpnZg0IEI96gC0RTsBWzJ,spotify:track:1jpnZg0IEI96gC0RTsBWzJ,https://api.spotify.com/v1/tracks/1jpnZg0IEI96gC0RTsBWzJ,https://api.spotify.com/v1/audio-analysis/1jpnZg0IEI96gC0RTsBWzJ,265253.0,4.0,2
1187,"Rebel, Rebel - Live",David Bowie,0.648,0.98,9.0,-6.378,1.0,0.141,0.0699,0.00141,0.969,0.64,125.972,audio_features,7ueNBLqpat2xoorhpWMfr0,spotify:track:7ueNBLqpat2xoorhpWMfr0,https://api.spotify.com/v1/tracks/7ueNBLqpat2xoorhpWMfr0,https://api.spotify.com/v1/audio-analysis/7ueNBLqpat2xoorhpWMfr0,210720.0,4.0,0
1188,New Killer Star - Live,David Bowie,0.554,0.927,10.0,-4.607,1.0,0.0347,0.0843,0.00129,0.925,0.644,120.034,audio_features,5rq6CQ9J6jHGHOW25m8OZn,spotify:track:5rq6CQ9J6jHGHOW25m8OZn,https://api.spotify.com/v1/tracks/5rq6CQ9J6jHGHOW25m8OZn,https://api.spotify.com/v1/audio-analysis/5rq6CQ9J6jHGHOW25m8OZn,299040.0,4.0,0
1189,Reality - Live,David Bowie,0.433,0.959,9.0,-4.913,1.0,0.0727,0.0007,0.00408,0.985,0.623,150.21,audio_features,2PlvJo83Bi4BLPb0l5QUVU,spotify:track:2PlvJo83Bi4BLPb0l5QUVU,https://api.spotify.com/v1/tracks/2PlvJo83Bi4BLPb0l5QUVU,https://api.spotify.com/v1/audio-analysis/2PlvJo83Bi4BLPb0l5QUVU,308813.0,4.0,0
1190,Fame - Live,David Bowie,0.576,0.857,11.0,-6.645,0.0,0.128,0.00164,0.00484,0.982,0.381,88.051,audio_features,2fSCaW1pvYzYOliySgD0kJ,spotify:track:2fSCaW1pvYzYOliySgD0kJ,https://api.spotify.com/v1/tracks/2fSCaW1pvYzYOliySgD0kJ,https://api.spotify.com/v1/audio-analysis/2fSCaW1pvYzYOliySgD0kJ,252693.0,4.0,3
1191,Cactus - Live,David Bowie,0.57,0.909,2.0,-6.496,1.0,0.0377,0.00129,0.000556,0.964,0.44,113.951,audio_features,6Xf3XPbCfIndMKIJPmLtcV,spotify:track:6Xf3XPbCfIndMKIJPmLtcV,https://api.spotify.com/v1/tracks/6Xf3XPbCfIndMKIJPmLtcV,https://api.spotify.com/v1/audio-analysis/6Xf3XPbCfIndMKIJPmLtcV,181067.0,4.0,0
1192,Sister Midnight - Live,David Bowie,0.615,0.887,0.0,-5.436,1.0,0.0644,0.000796,0.0266,0.862,0.643,106.026,audio_features,3D8FLnALdRDF3nRz1aYxWa,spotify:track:3D8FLnALdRDF3nRz1aYxWa,https://api.spotify.com/v1/tracks/3D8FLnALdRDF3nRz1aYxWa,https://api.spotify.com/v1/audio-analysis/3D8FLnALdRDF3nRz1aYxWa,277680.0,4.0,0
1193,Afraid - Live,David Bowie,0.479,0.95,7.0,-6.238,0.0,0.0608,0.0118,0.0095,0.804,0.38,146.83,audio_features,2wvqYI4HfJGAAwTBBs2srZ,spotify:track:2wvqYI4HfJGAAwTBBs2srZ,https://api.spotify.com/v1/tracks/2wvqYI4HfJGAAwTBBs2srZ,https://api.spotify.com/v1/audio-analysis/2wvqYI4HfJGAAwTBBs2srZ,208400.0,4.0,3
1194,All the Young Dudes - Live,David Bowie,0.325,0.873,2.0,-5.105,1.0,0.0591,0.0353,0.0,0.924,0.414,158.35,audio_features,0aBEwadSLwZtJe029jwlfl,spotify:track:0aBEwadSLwZtJe029jwlfl,https://api.spotify.com/v1/tracks/0aBEwadSLwZtJe029jwlfl,https://api.spotify.com/v1/audio-analysis/0aBEwadSLwZtJe029jwlfl,228173.0,4.0,0
1195,Be My Wife - Live,David Bowie,0.552,0.95,9.0,-5.563,0.0,0.0486,0.00158,0.0249,0.994,0.441,112.975,audio_features,0A8U8idGpw5DVG3xviUj0q,spotify:track:0A8U8idGpw5DVG3xviUj0q,https://api.spotify.com/v1/tracks/0A8U8idGpw5DVG3xviUj0q,https://api.spotify.com/v1/audio-analysis/0A8U8idGpw5DVG3xviUj0q,195773.0,4.0,3
1196,The Loneliest Guy - Live,David Bowie,0.365,0.363,11.0,-15.448,1.0,0.0577,0.69,0.0841,0.889,0.105,119.566,audio_features,5S7jKblsphApYXFudziaJF,spotify:track:5S7jKblsphApYXFudziaJF,https://api.spotify.com/v1/tracks/5S7jKblsphApYXFudziaJF,https://api.spotify.com/v1/audio-analysis/5S7jKblsphApYXFudziaJF,238933.0,3.0,2
1197,The Man Who Sold the World - Live,David Bowie,0.552,0.859,0.0,-6.641,1.0,0.0433,0.0149,0.00302,0.959,0.405,117.927,audio_features,73CYd54H42lGGxvgrE6glr,spotify:track:73CYd54H42lGGxvgrE6glr,https://api.spotify.com/v1/tracks/73CYd54H42lGGxvgrE6glr,https://api.spotify.com/v1/audio-analysis/73CYd54H42lGGxvgrE6glr,258520.0,4.0,0
1198,Fantastic Voyage - Live,David Bowie,0.428,0.769,0.0,-7.412,1.0,0.0327,0.0265,0.0026,0.985,0.553,203.767,audio_features,41Zwgm0tmewEoI4Mvx463I,spotify:track:41Zwgm0tmewEoI4Mvx463I,https://api.spotify.com/v1/tracks/41Zwgm0tmewEoI4Mvx463I,https://api.spotify.com/v1/audio-analysis/41Zwgm0tmewEoI4Mvx463I,193707.0,4.0,0
1199,Hallo Spaceboy - Live,David Bowie,0.378,0.969,11.0,-5.323,0.0,0.108,0.000106,0.278,0.701,0.259,149.927,audio_features,3nkbXZkMV3TsOwnnITpNuL,spotify:track:3nkbXZkMV3TsOwnnITpNuL,https://api.spotify.com/v1/tracks/3nkbXZkMV3TsOwnnITpNuL,https://api.spotify.com/v1/audio-analysis/3nkbXZkMV3TsOwnnITpNuL,327987.0,4.0,3
1200,Sunday - Live,David Bowie,0.383,0.773,1.0,-7.487,1.0,0.0582,0.0666,0.0417,0.714,0.164,100.372,audio_features,5crOaACO4lfHk1OHm2lKJj,spotify:track:5crOaACO4lfHk1OHm2lKJj,https://api.spotify.com/v1/tracks/5crOaACO4lfHk1OHm2lKJj,https://api.spotify.com/v1/audio-analysis/5crOaACO4lfHk1OHm2lKJj,476400.0,4.0,0
1201,Under Pressure - Live,David Bowie,0.622,0.889,2.0,-5.223,1.0,0.0536,0.084,3.42e-05,0.981,0.303,112.061,audio_features,19afr7RQ7qhKvxvt97M6cT,spotify:track:19afr7RQ7qhKvxvt97M6cT,https://api.spotify.com/v1/tracks/19afr7RQ7qhKvxvt97M6cT,https://api.spotify.com/v1/audio-analysis/19afr7RQ7qhKvxvt97M6cT,258293.0,4.0,0
1202,Life On Mars - Live,David Bowie,0.366,0.553,5.0,-6.043,1.0,0.0291,0.527,5.18e-05,0.96,0.163,108.86,audio_features,48PMNrxLKKOeYkVqVaHfSB,spotify:track:48PMNrxLKKOeYkVqVaHfSB,https://api.spotify.com/v1/tracks/48PMNrxLKKOeYkVqVaHfSB,https://api.spotify.com/v1/audio-analysis/48PMNrxLKKOeYkVqVaHfSB,280253.0,4.0,0
1203,Battle for Britain (The Letter) - Live,David Bowie,0.299,0.965,4.0,-6.598,1.0,0.303,0.0017,0.00117,0.967,0.501,165.922,audio_features,5MuSijJghOah9qbjbO9K5x,spotify:track:5MuSijJghOah9qbjbO9K5x,https://api.spotify.com/v1/tracks/5MuSijJghOah9qbjbO9K5x,https://api.spotify.com/v1/audio-analysis/5MuSijJghOah9qbjbO9K5x,295067.0,4.0,1
1204,Ashes to Ashes - Live,David Bowie,0.683,0.887,7.0,-6.292,0.0,0.0354,0.0156,0.000324,0.971,0.7,122.034,audio_features,1NA9mgPkljsKp9dLHoTDVE,spotify:track:1NA9mgPkljsKp9dLHoTDVE,https://api.spotify.com/v1/tracks/1NA9mgPkljsKp9dLHoTDVE,https://api.spotify.com/v1/audio-analysis/1NA9mgPkljsKp9dLHoTDVE,346467.0,4.0,3
1205,The Motel - Live,David Bowie,0.388,0.678,10.0,-7.112,0.0,0.0382,0.231,0.00597,0.97,0.124,77.579,audio_features,2ettCSuqNmyT787VE5zViM,spotify:track:2ettCSuqNmyT787VE5zViM,https://api.spotify.com/v1/tracks/2ettCSuqNmyT787VE5zViM,https://api.spotify.com/v1/audio-analysis/2ettCSuqNmyT787VE5zViM,344240.0,4.0,3
1206,Loving the Alien - Live,David Bowie,0.353,0.388,3.0,-11.976,1.0,0.0515,0.603,6.82e-06,0.936,0.266,71.481,audio_features,1HNwdHgVU1ZEoXCrIgYrV9,spotify:track:1HNwdHgVU1ZEoXCrIgYrV9,https://api.spotify.com/v1/tracks/1HNwdHgVU1ZEoXCrIgYrV9,https://api.spotify.com/v1/audio-analysis/1HNwdHgVU1ZEoXCrIgYrV9,317853.0,4.0,2
1207,Never Get Old - Live,David Bowie,0.626,0.843,9.0,-5.033,1.0,0.0297,0.0276,0.0187,0.968,0.544,99.99,audio_features,4qQUHv1HkLoFqBoDhtTuba,spotify:track:4qQUHv1HkLoFqBoDhtTuba,https://api.spotify.com/v1/tracks/4qQUHv1HkLoFqBoDhtTuba,https://api.spotify.com/v1/audio-analysis/4qQUHv1HkLoFqBoDhtTuba,258093.0,4.0,0
1208,Changes - Live,David Bowie,0.509,0.799,9.0,-6.712,1.0,0.0434,0.102,0.000111,0.824,0.415,112.952,audio_features,0qbhESthz4YXLDiJQj9XGK,spotify:track:0qbhESthz4YXLDiJQj9XGK,https://api.spotify.com/v1/tracks/0qbhESthz4YXLDiJQj9XGK,https://api.spotify.com/v1/audio-analysis/0qbhESthz4YXLDiJQj9XGK,231720.0,4.0,0
1209,I'm Afraid of Americans - Live,David Bowie,0.498,0.972,1.0,-4.592,1.0,0.17,0.00312,0.014,0.831,0.556,160.097,audio_features,1zmX8XUKsEHq7bMaxSuwf2,spotify:track:1zmX8XUKsEHq7bMaxSuwf2,https://api.spotify.com/v1/tracks/1zmX8XUKsEHq7bMaxSuwf2,https://api.spotify.com/v1/audio-analysis/1zmX8XUKsEHq7bMaxSuwf2,317360.0,4.0,0
1210,Heroes - Live,David Bowie,0.565,0.936,7.0,-4.819,1.0,0.0537,0.00377,0.00946,0.97,0.588,114.979,audio_features,73jf0RjsUqOPDoKuKhawbq,spotify:track:73jf0RjsUqOPDoKuKhawbq,https://api.spotify.com/v1/tracks/73jf0RjsUqOPDoKuKhawbq,https://api.spotify.com/v1/audio-analysis/73jf0RjsUqOPDoKuKhawbq,418413.0,4.0,0
1211,Bring Me the Disco King - Live,David Bowie,0.404,0.53,5.0,-11.084,0.0,0.101,0.371,0.0412,0.989,0.392,72.63,audio_features,5M9AtGyCcVdQVqc9E1cEKk,spotify:track:5M9AtGyCcVdQVqc9E1cEKk,https://api.spotify.com/v1/tracks/5M9AtGyCcVdQVqc9E1cEKk,https://api.spotify.com/v1/audio-analysis/5M9AtGyCcVdQVqc9E1cEKk,476573.0,4.0,3
1212,Slip Away - Live,David Bowie,0.486,0.609,0.0,-6.464,1.0,0.028,0.192,6.56e-06,0.734,0.12,109.964,audio_features,2TKv77xBGEzWazCL4WKQVX,spotify:track:2TKv77xBGEzWazCL4WKQVX,https://api.spotify.com/v1/tracks/2TKv77xBGEzWazCL4WKQVX,https://api.spotify.com/v1/audio-analysis/2TKv77xBGEzWazCL4WKQVX,356107.0,4.0,0
1213,Heathen (The Rays) - Live,David Bowie,0.548,0.791,8.0,-7.716,1.0,0.074,0.00178,0.0635,0.936,0.141,120.019,audio_features,0bp9VMCcEJf8GtKM5PdSrY,spotify:track:0bp9VMCcEJf8GtKM5PdSrY,https://api.spotify.com/v1/tracks/0bp9VMCcEJf8GtKM5PdSrY,https://api.spotify.com/v1/audio-analysis/0bp9VMCcEJf8GtKM5PdSrY,384853.0,4.0,0
1214,Five Years - Live,David Bowie,0.566,0.589,4.0,-7.327,1.0,0.0325,0.0443,0.0,0.997,0.316,152.029,audio_features,2AC8BfoywyJhADS4CpZLwM,spotify:track:2AC8BfoywyJhADS4CpZLwM,https://api.spotify.com/v1/tracks/2AC8BfoywyJhADS4CpZLwM,https://api.spotify.com/v1/audio-analysis/2AC8BfoywyJhADS4CpZLwM,259867.0,3.0,0
1215,Hang On to Yourself - Live,David Bowie,0.362,0.994,0.0,-3.78,1.0,0.122,0.00275,0.00505,0.98,0.412,180.028,audio_features,75orcrwFhe0wfjszCcFboa,spotify:track:75orcrwFhe0wfjszCcFboa,https://api.spotify.com/v1/tracks/75orcrwFhe0wfjszCcFboa,https://api.spotify.com/v1/audio-analysis/75orcrwFhe0wfjszCcFboa,170853.0,4.0,0
1216,Ziggy Stardust - Live,David Bowie,0.406,0.925,7.0,-4.355,1.0,0.0465,0.0131,2.41e-05,0.977,0.601,147.97,audio_features,2ttJpyK7P6nfymZcfkT7aG,spotify:track:2ttJpyK7P6nfymZcfkT7aG,https://api.spotify.com/v1/tracks/2ttJpyK7P6nfymZcfkT7aG,https://api.spotify.com/v1/audio-analysis/2ttJpyK7P6nfymZcfkT7aG,224547.0,4.0,0
1217,Fall Dogs Bomb the Moon - Live,David Bowie,0.579,0.865,9.0,-7.453,1.0,0.0334,0.000288,0.21,0.906,0.645,121.001,audio_features,6sihNmV3pcp4h7t8K3OwOk,spotify:track:6sihNmV3pcp4h7t8K3OwOk,https://api.spotify.com/v1/tracks/6sihNmV3pcp4h7t8K3OwOk,https://api.spotify.com/v1/audio-analysis/6sihNmV3pcp4h7t8K3OwOk,251693.0,4.0,0
1218,Breaking Glass - Live,David Bowie,0.512,0.947,9.0,-5.425,1.0,0.0854,0.0273,0.0918,0.972,0.527,93.991,audio_features,6tEdLPFbs0QHLTI5rV1Got,spotify:track:6tEdLPFbs0QHLTI5rV1Got,https://api.spotify.com/v1/tracks/6tEdLPFbs0QHLTI5rV1Got,https://api.spotify.com/v1/audio-analysis/6tEdLPFbs0QHLTI5rV1Got,147227.0,4.0,0
